"ID",Name,Address,Featured image,Bing Maps URL,Latitude,Longitude,Rating,Rating Info,Category,Open Hours,Website,Phone,Emails,Social Medias,Facebook,Instagram,Twitter
ypid:YN7999x2384641666292480751,GOR Badminton Tompeyan,"147,Jalan Tompeyan 55244 Daerah Istimewa Yogyakarta Yogyakarta",,https://www.bing.com/maps?cp=-7.784684181213379%7E110.35480499267578&lvl=16.0&q=GOR%20Badminton%20Tompeyan%20%2C%20147%2CJalan%20Tompeyan%2055244%20Daerah%20Istimewa%20Yogyakarta%20Yogyakarta,-7.784684181,110.354805,,,Badminton court,,,0822-2323-2151,,,,,
ypid:YN7999x8474032188213835443,GOR Badminton Seturan,"97,Jalan Seturan 2 55281 Sleman Yogyakarta",,https://www.bing.com/maps?cp=-7.768250942230225%7E110.40666961669922&lvl=16.0&q=GOR%20Badminton%20Seturan%20%2C%2097%2CJalan%20Seturan%202%2055281%20Sleman%20Yogyakarta,-7.768250942,110.4066696,,,Badminton court,,,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN7999x15394410798863506810,Gedung Serbaguna/ Badminton Ds. Kudu,Jl. Aren No.rt03/2 57556 Sukoharjo Jawa Tengah,,https://www.bing.com/maps?cp=-7.610826015472412%7E110.79019165039062&lvl=16.0&q=Gedung%20Serbaguna%2F%20Badminton%20Ds.%20Kudu%20%2C%20Jl.%20Aren%20No.rt03%2F2%2057556%20Sukoharjo%20Jawa%20Tengah,-7.610826015,110.7901917,,,Badminton court,,,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN7999x15161259563790587416,"R Dwi Setyo, GOR Badminton, Temon, Simo, Boyolali","HP47+J8F, Jl. Raya Nogosari 57377 Boyolali Jawa Tengah",,https://www.bing.com/maps?cp=-7.443440914154053%7E110.71329498291016&lvl=16.0&q=R%20Dwi%20Setyo%2C%20GOR%20Badminton%2C%20Temon%2C%20Simo%2C%20Boyolali%20%2C%20HP47%2BJ8F%2C%20Jl.%20Raya%20Nogosari%2057377%20Boyolali%20Jawa%20Tengah,-7.443440914,110.713295,,,Badminton court,,,0815-4876-2777,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN7999x10758318111722528186,GOR B&F Kere Elit (Badminton dan Futsal),4PMV+MXV 55854 Semin Daerah Istimewa Yogyakarta,,https://www.bing.com/maps?cp=-7.866258144378662%7E110.74419403076172&lvl=16.0&q=GOR%20B%26F%20Kere%20Elit%20(Badminton%20dan%20Futsal)%20%2C%204PMV%2BMXV%2055854%20Semin%20Daerah%20Istimewa%20Yogyakarta,-7.866258144,110.744194,,,Badminton court,,,0816-1133-757,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN7999x2530182326386769256,Gor badminton,59VH+58G 55151 Mergangsan Daerah Istimewa Yogyakarta,,https://www.bing.com/maps?cp=-7.80707311630249%7E110.37834167480469&lvl=16.0&q=Gor%20badminton%20%2C%2059VH%2B58G%2055151%20Mergangsan%20Daerah%20Istimewa%20Yogyakarta,-7.807073116,110.3783417,,,Badminton court,,,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN7999x3406007113357672203,Gor Badminton Bp.Marino,"8QFJ+WJV, Tempuran, RT.03/RW.06 57541 Sukoharjo Jawa Tengah",,https://www.bing.com/maps?cp=-7.675136089324951%7E110.78153228759766&lvl=16.0&q=Gor%20Badminton%20Bp.Marino%20%2C%208QFJ%2BWJV%2C%20Tempuran%2C%20RT.03%2FRW.06%2057541%20Sukoharjo%20Jawa%20Tengah,-7.675136089,110.7815323,,,Badminton court,,,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN7999x12720959896896994786,GBK (Gelora Badminton Kebon),7MFX+G9J 57467 Trucuk Jawa Tengah,,https://www.bing.com/maps?cp=-7.726161003112793%7E110.69840240478516&lvl=16.0&q=GBK%20(Gelora%20Badminton%20Kebon)%20%2C%207MFX%2BG9J%2057467%20Trucuk%20Jawa%20Tengah,-7.726161003,110.6984024,,,Badminton court,,,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN7999x69881646813398187,Onggomertan Badminton Court,"56,Jalan Muron 55282 Sleman Yogyakarta",,https://www.bing.com/maps?cp=-7.773989200592041%7E110.4281234741211&lvl=16.0&q=Onggomertan%20Badminton%20Court%20%2C%2056%2CJalan%20Muron%2055282%20Sleman%20Yogyakarta,-7.773989201,110.4281235,,,Badminton court,,,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN7999x1760165909640830436,Lapangan Badminton Temanggal,"Manggal, Purwomartani Kalasan 55571 Sleman Yogyakarta",,https://www.bing.com/maps?cp=-7.779048919677734%7E110.45319366455078&lvl=16.0&q=Lapangan%20Badminton%20Temanggal%20%2C%20Manggal%2C%20Purwomartani%20Kalasan%2055571%20Sleman%20Yogyakarta,-7.77904892,110.4531937,,,Badminton court,,,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN7999x8193378592049379436,Lapangan Badminton,"1,Jalan Blotan Raya 55584 Sleman Yogyakarta",,https://www.bing.com/maps?cp=-7.736029148101807%7E110.415771484375&lvl=16.0&q=Lapangan%20Badminton%20%2C%201%2CJalan%20Blotan%20Raya%2055584%20Sleman%20Yogyakarta,-7.736029148,110.4157715,,,Badminton court,,,0811-2551-896,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN7999x10997922454091494266,Gor Joko Badminton,"Jl. Kutai VI C, RT.006/RW.007 59358 Surakarta Jawa Tengah",,https://www.bing.com/maps?cp=-7.544771194458008%7E110.80133819580078&lvl=16.0&q=Gor%20Joko%20Badminton%20%2C%20Jl.%20Kutai%20VI%20C%2C%20RT.006%2FRW.007%2059358%20Surakarta%20Jawa%20Tengah,-7.544771194,110.8013382,,,Badminton court,,,0812-9670-1500,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN7999x3455730848293181863,Sanguku Badminton Hall,Jl. Baladewa No.5 55281 Depok Daerah Istimewa Yogyakarta,,https://www.bing.com/maps?cp=-7.774796009063721%7E110.41682434082031&lvl=16.0&q=Sanguku%20Badminton%20Hall%20%2C%20Jl.%20Baladewa%20No.5%2055281%20Depok%20Daerah%20Istimewa%20Yogyakarta,-7.774796009,110.4168243,,,Badminton court,,,0882-0035-58088,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN7999x11222132735163525095,Real Futsal&Badminton,Jalan Babarsari 17 55598 Sleman Yogyakarta,,https://www.bing.com/maps?cp=-7.772286415100098%7E110.41387176513672&lvl=16.0&q=Real%20Futsal%26Badminton%20%2C%20Jalan%20Babarsari%2017%2055598%20Sleman%20Yogyakarta,-7.772286415,110.4138718,,,Soccer field,,,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN7999x13298405704379170517,Gor Badminton Gandok Mulya,Jalan Gandok Baru 55281 Sleman Yogyakarta,,https://www.bing.com/maps?cp=-7.761099815368652%7E110.38819885253906&lvl=16.0&q=Gor%20Badminton%20Gandok%20Mulya%20%2C%20Jalan%20Gandok%20Baru%2055281%20Sleman%20Yogyakarta,-7.761099815,110.3881989,,,Badminton court,,,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN7999x3986322708044131483,Gor sadewa jogja badminton,"Jl. Cendrawasih No.6, RW.1 55284 Mlati Daerah Istimewa Yogyakarta",,https://www.bing.com/maps?cp=-7.756098747253418%7E110.36420440673828&lvl=16.0&q=Gor%20sadewa%20jogja%20badminton%20%2C%20Jl.%20Cendrawasih%20No.6%2C%20RW.1%2055284%20Mlati%20Daerah%20Istimewa%20Yogyakarta,-7.756098747,110.3642044,,,Badminton court,,,0821-2466-4199,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN7999x1673096415646379534,Lapangan Badminton Klebengan,"53,Jalan Kaliurang 55281 Sleman Yogyakarta",,https://www.bing.com/maps?cp=-7.761697769165039%7E110.38052368164062&lvl=16.0&q=Lapangan%20Badminton%20Klebengan%20%2C%2053%2CJalan%20Kaliurang%2055281%20Sleman%20Yogyakarta,-7.761697769,110.3805237,,,Badminton court,,,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN7999x14658722197543608735,Sewa Lapangan Badminton Bulutangkis Patukan,"32C,Jalan Sidoarum 55294 Sleman Yogyakarta",,https://www.bing.com/maps?cp=-7.794600009918213%7E110.32279968261719&lvl=16.0&q=Sewa%20Lapangan%20Badminton%20Bulutangkis%20Patukan%20%2C%2032C%2CJalan%20Sidoarum%2055294%20Sleman%20Yogyakarta,-7.79460001,110.3227997,,,Badminton court,,,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN7999x4809464761764528365,Ancuku Badminton Center,Jalan Tino Sidin 16 55182 Kasihan Daerah Istimewa Yogyakarta,,https://www.bing.com/maps?cp=-7.799433708190918%7E110.34484100341797&lvl=16.0&q=Ancuku%20Badminton%20Center%20%2C%20Jalan%20Tino%20Sidin%2016%2055182%20Kasihan%20Daerah%20Istimewa%20Yogyakarta,-7.799433708,110.344841,,,Badminton court,,,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN7999x12843857761500931135,GOR Badminton BLPT,Jl. Kyai Mojo No.70 55243 Tegalrejo Daerah Istimewa Yogyakarta,,https://www.bing.com/maps?cp=-7.779401779174805%7E110.3547134399414&lvl=16.0&q=GOR%20Badminton%20BLPT%20%2C%20Jl.%20Kyai%20Mojo%20No.70%2055243%20Tegalrejo%20Daerah%20Istimewa%20Yogyakarta,-7.779401779,110.3547134,,,Badminton court,,,(0274) 555414,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN7999x17994992118892227945,Lap Badminton Tompeyan,Jl. Kyai Mojo (Tompeyan) Yogyakarta Yogyakarta,,https://www.bing.com/maps?cp=-7.784181118011475%7E110.35476684570312&lvl=16.0&q=Lap%20Badminton%20Tompeyan%20%2C%20Jl.%20Kyai%20Mojo%20(Tompeyan)%20Yogyakarta%20Yogyakarta,-7.784181118,110.3547668,,,Badminton court,,,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN7999x7982938374267824638,Lapangan Badminton Di,"16,Jalan Nyai Adhi Soro 55172 Daerah Istimewa Yogyakarta Yogyakarta",,https://www.bing.com/maps?cp=-7.815132141113281%7E110.39356231689453&lvl=16.0&q=Lapangan%20Badminton%20Di%20%2C%2016%2CJalan%20Nyai%20Adhi%20Soro%2055172%20Daerah%20Istimewa%20Yogyakarta%20Yogyakarta,-7.815132141,110.3935623,,,Badminton court,,,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN7999x9731942727712657811,Murah Jati Badminton Courts,Jl. Imogiri Barat No.174 55188 Sewon Daerah Istimewa Yogyakarta,,https://www.bing.com/maps?cp=-7.831604957580566%7E110.37484741210938&lvl=16.0&q=Murah%20Jati%20Badminton%20Courts%20%2C%20Jl.%20Imogiri%20Barat%20No.174%2055188%20Sewon%20Daerah%20Istimewa%20Yogyakarta,-7.831604958,110.3748474,,,Badminton court,,,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN7999x8577145760382628010,GOR Badminton Wonocatur,Jalan wonocatur Bantul Yogyakarta,,https://www.bing.com/maps?cp=-7.801902770996094%7E110.4104995727539&lvl=16.0&q=GOR%20Badminton%20Wonocatur%20%2C%20Jalan%20wonocatur%20Bantul%20Yogyakarta,-7.801902771,110.4104996,,,Badminton court,,,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN7999x18306565687965165533,GOR Pandiga,"99,Jalan Corongan 55282 Sleman Yogyakarta",https://www.bing.com/th?id=OLC.bqFDPT3K3hoPjw480x360&pid=Local,https://www.bing.com/maps?cp=-7.778804779052734%7E110.42147064208984&lvl=16.0&q=GOR%20Pandiga%20%2C%2099%2CJalan%20Corongan%2055282%20Sleman%20Yogyakarta,-7.778804779,110.4214706,,,Badminton court,,https://www.facebook.com/people/Gor-Pandiga/100063479015132/,0813-9367-8006,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN7999x9346195669546185190,Gor Badminton H. Bejo Meubel Lorog,7Q3W+2M8 57561 Sukoharjo Jawa Tengah,,https://www.bing.com/maps?cp=-7.74774694442749%7E110.7963638305664&lvl=16.0&q=Gor%20Badminton%20H.%20Bejo%20Meubel%20Lorog%20%2C%207Q3W%2B2M8%2057561%20Sukoharjo%20Jawa%20Tengah,-7.747746944,110.7963638,,,Badminton court,,,0813-9311-1760,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN7999x16274720500506807677,Lapangan Badminton Minomartani,"34,Jalan Lele 4 55581 Sleman Yogyakarta",,https://www.bing.com/maps?cp=-7.740499973297119%7E110.40650177001953&lvl=16.0&q=Lapangan%20Badminton%20Minomartani%20%2C%2034%2CJalan%20Lele%204%2055581%20Sleman%20Yogyakarta,-7.740499973,110.4065018,,,Badminton court,,,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN7999x13803425266371651267,GOR Badminton Ngabean,795V+Q4X 55581 Ngaglik Daerah Istimewa Yogyakarta,,https://www.bing.com/maps?cp=-7.740522861480713%7E110.39287567138672&lvl=16.0&q=GOR%20Badminton%20Ngabean%20%2C%20795V%2BQ4X%2055581%20Ngaglik%20Daerah%20Istimewa%20Yogyakarta,-7.740522861,110.3928757,,,Badminton court,,,0813-3668-8004,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN7999x16716650607579772732,Lap Badminton 06,Beran Kidul Tridadi Sleman 55511 Kota Yogyakarta Daerah Istimewa Yogyakarta,,https://www.bing.com/maps?cp=-7.722508907318115%7E110.35150909423828&lvl=16.0&q=Lap%20Badminton%2006%20%2C%20Beran%20Kidul%20Tridadi%20Sleman%2055511%20Kota%20Yogyakarta%20Daerah%20Istimewa%20Yogyakarta,-7.722508907,110.3515091,,,Badminton court,,,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
ypid:YN7999x1630303594486278258,GOR Badminton Sabdodadi,Jalan Sadewa 55715 Bantul Yogyakarta,,https://www.bing.com/maps?cp=-7.889200210571289%7E110.35449981689453&lvl=16.0&q=GOR%20Badminton%20Sabdodadi%20%2C%20Jalan%20Sadewa%2055715%20Bantul%20Yogyakarta,-7.889200211,110.3544998,,,Badminton court,,,,### In progress ###,### In progress ###,### In progress ###,### In progress ###,### In progress ###
